Country,Year,Energy Type,Production (GWh),Installed Capacity (MW),Investments (USD),Population,GDP,Energy Consumption,Energy Exports,Energy Imports,CO2 Emissions,Renewable Energy Jobs,Government Policies,R&D Expenditure,Renewable Energy Targets,Average Annual Temperature,Annual Rainfall,Solar Irradiance,Wind Speed,Hydro Potential,Biomass Availability,Electricity Prices,Energy Subsidies
Australia,2009,Geothermal,59459.8155,43504.78216,7616736227,101491428,1.20648E+14,828948.5192,42510.88037,85008.04721,654785.6321,588695,1,2950240560,1,11.50503796,2598.298185,209.8683636,2.016172429,84.04613431,59.57086184,0.430040553,735278536.8
Japan,2008,Biomass,59319.40054,40798.72056,9458914397,796361872,1.22836E+14,192370.5808,99720.87543,95946.87501,735625.6069,615251,0,3849205299,0,4.155968134,2745.73632,240.4386389,9.696220008,98.97675022,32.16536066,0.326556577,460397663.7
Russia,2004,Solar,34469.64317,1903.267309,9644452831,221935653,7.5372E+13,556133.8089,29831.94195,64684.10762,668472.196,18070,1,8308562305,0,12.07365801,1658.64309,222.0841043,0.292472346,56.81997029,17.66946409,0.479865359,463581231.1
Russia,2014,Biomass,54675.72219,19797.55317,4389725244,1440421480,9.48661E+13,579610.0332,22898.94302,57333.12329,84669.58324,935085,0,1864347389,1,-1.832171379,1511.602001,276.5433403,8.083316937,89.1169069,64.35040155,0.220185269,666632284
Brazil,2002,Biomass,84336.99641,2772.487476,1605821364,201793916,8.12864E+13,995438.1218,42382.26949,91160.069,957456.4155,726831,1,601358247.1,1,17.40282192,235.9415634,231.0914432,10.06124638,50.63112291,10.90861931,0.229525112,483237421.1
Russia,2014,Hydro,88361.26434,24165.91023,1497175674,1002569190,1.45583E+14,935938.5131,93012.0268,23524.01189,790667.1802,675651,1,1285137648,1,22.78217545,1170.494017,200.7081414,6.083019177,36.02844024,42.39827103,0.070746749,519375184.9
Brazil,2016,Solar,93966.48828,18338.7045,8373955402,1327397046,1.47253E+12,211394.5747,32747.00603,73036.62888,603273.2434,566172,0,3363422609,1,-3.595406932,2269.886892,254.8912241,4.410053698,29.89777484,37.13638491,0.12477688,231386620.7
Brazil,2015,Biomass,34358.50451,46617.65861,8359835166,533062525,1.90971E+14,411996.2199,38705.85538,41539.51581,247610.196,556002,0,2345763933,1,7.910715929,1785.318364,211.5874057,3.291845855,95.63289934,89.85715592,0.343075751,739752095.5
France,2012,Biomass,96972.05172,10463.95131,581901738.7,891375666,2.57737E+13,769567.7951,64351.77373,92436.73204,218742.9336,68510,0,9608700547,1,31.41055583,2005.109049,168.910084,5.850210289,9.364393555,26.60710716,0.064385727,84697826.74
China,2016,Biomass,28742.82079,42865.94411,2969430078,389503566,4.26516E+13,965161.9566,77008.93326,18105.99239,255964.0399,410521,1,6092222380,1,2.634936244,1831.092433,105.7561792,8.2360741,11.3486778,17.02755368,0.2448147,260949834
Russia,2004,Biomass,10588.95605,45287.46498,2139091448,923499253,4.17401E+13,265884.8978,12407.68247,35251.92526,912616.21,515742,1,3928208923,1,34.35119428,1292.862762,285.160118,11.2142225,38.10871185,52.45762216,0.119006424,69313554.76
India,2002,Wind,57022.4935,45228.76876,7560891216,592202993,1.92556E+14,920656.2824,9088.444608,22665.59994,532994.177,526246,0,6520093165,0,1.40946886,1692.928954,224.5916135,8.267836497,79.94274224,24.99753244,0.47967401,716629000.4
Brazil,2005,Geothermal,53479.71158,47623.52312,2874864323,1059814292,9.00399E+13,791156.3566,27485.70679,77673.2803,158759.6936,102494,1,2416302148,0,6.99216985,224.9496463,163.8735451,14.60555571,41.40753038,22.46544544,0.164152035,737589127.4
China,2000,Wind,41504.80312,3137.069584,4313350326,1072175872,1.71586E+14,85423.15606,16834.74269,40347.90978,734986.4652,221543,0,9706058659,1,39.85148596,1627.200937,186.6792303,2.958174671,1.57169594,7.847113661,0.227998509,43817182.18
Canada,2021,Wind,32952.76192,46664.61044,5610702076,779441024,1.49514E+14,658114.2526,80884.84997,6444.462692,170945.6973,563874,1,3061278394,0,13.92095774,1653.572661,112.9133003,7.285668523,77.18289003,41.7438142,0.291310873,840850628.6
India,2005,Biomass,20265.94103,15919.08028,4831647252,1001629974,1.18209E+14,465547.2125,81825.987,39137.38206,180083.2525,219410,0,9097134180,0,9.134837654,1348.02604,275.3181595,9.830192724,88.52198284,94.46603352,0.381637301,774328216.2
Australia,2009,Hydro,84381.09712,47331.4718,7626697712,1087564903,1.69395E+14,917209.746,74307.98244,70632.22399,730418.8977,4853,1,2833294375,0,24.27152138,1824.852164,194.1817003,9.516857016,8.733954804,64.57186419,0.255721478,575837731.2
USA,2002,Solar,73380.3081,30804.68528,7065652820,737845046,1.47775E+14,528914.7771,72871.42147,35654.46309,550357.2964,358484,0,2473448152,0,20.26691089,2865.255056,203.4106382,11.63681879,48.70460535,28.94425606,0.182657037,133841433.6
France,2000,Biomass,36024.66891,3923.207892,8527998908,109144900,8.29463E+11,829067.3991,83241.67968,58466.07454,387252.6855,417787,1,9185683642,0,2.980580543,263.1564573,183.624287,10.16018205,77.84383831,87.37941639,0.458078369,505535490.9
Russia,2006,Biomass,54787.30444,6681.932408,5781976942,1082026723,9.46638E+13,698412.3043,38507.47105,12766.49504,426532.625,545200,0,6667199201,0,-2.732668227,1011.352589,160.8436146,14.30599614,10.44588663,5.596963912,0.36876223,591446335.7
India,2006,Geothermal,39922.07968,37182.53155,5402001246,1411253626,1.01722E+14,780463.033,86546.17474,86262.64847,284780.2603,518752,0,2438835697,0,29.74232636,568.1128909,165.6415125,5.785882066,56.51373968,84.98279918,0.213237758,869094833.1
India,2007,Wind,21597.56008,13842.57138,4396366569,1347400717,3.73615E+12,623297.6856,60977.17676,58890.90685,624721.5614,719163,1,2732816793,1,33.17916446,1593.678509,251.5201886,0.243644041,95.42143806,70.71817128,0.347977132,699624813.4
Canada,2010,Wind,78649.73226,8635.131049,3895008197,1199691115,1.19009E+14,473132.792,52915.32493,16738.50287,42943.28268,816469,0,8393266464,0,9.152128178,257.8905239,157.0712302,10.82584825,4.559718584,1.928508295,0.360796166,336959292
Australia,2018,Geothermal,85016.67859,42968.21815,9264851813,639294873,1.72286E+14,499863.5011,26815.72727,55823.01885,787566.5077,53772,0,8657655660,1,-5.112925944,857.9930015,276.563793,7.25372983,72.95401619,58.98857396,0.058439572,508256265.8
USA,2010,Wind,47705.16367,22511.01973,5445355961,427138256,2.05652E+13,506138.8931,96341.40285,34135.41021,861927.9478,170214,0,7671805760,0,37.99088296,998.916906,140.5500772,10.01824119,90.32839991,44.19035446,0.229205357,156508403.7
France,2001,Hydro,38446.96258,10689.60379,1611506060,779787069,1.43393E+14,822698.6886,71968.67155,44013.53942,315978.9956,764555,1,8913089075,1,29.92334974,1864.875594,178.0869118,9.372946067,28.56391668,99.9465003,0.244002481,649303469.1
Brazil,2009,Biomass,57512.66027,27822.98339,5664212577,957421161,9.99486E+13,443916.2648,37452.07363,1410.881534,425759.1409,170352,1,1254552085,1,31.87667765,1117.468744,215.9411647,12.39639253,57.62855628,93.14360537,0.382617927,844160631.7
Russia,2002,Wind,1791.623405,31940.20587,7152178091,190431645,1.82987E+14,442337.832,25306.60257,90814.91097,202470.6683,811488,1,212423828.6,0,13.19745682,1558.721754,120.2954829,14.83956944,3.29802787,34.28307049,0.235262246,592931444.6
Japan,2018,Geothermal,15564.3162,19901.35093,5423407611,732078061,6.01168E+13,585298.9061,81007.96056,70042.75778,464598.083,314200,0,9898216372,1,1.619773242,1864.639473,276.078675,2.689060762,26.92750822,34.56074731,0.296575681,842346691.9
USA,2020,Solar,41907.02083,946.3097838,3888306322,1495961423,6.80499E+13,91829.15206,57474.67727,50006.21996,456994.7608,289602,1,723666608.1,1,1.540217903,2474.127884,127.8319116,3.826509439,83.96336843,52.24527418,0.20124892,406901835.2
Canada,2012,Solar,32548.59841,40389.84904,8046509497,1066850632,1.29044E+12,735601.0824,19139.09191,3010.129196,935193.2358,340186,1,7648907297,0,36.28630241,2429.455793,119.3086126,1.362003119,45.47636193,72.12605625,0.243411346,913101168
India,2023,Hydro,2882.879158,14505.44422,1263539807,24339058,1.7929E+14,426593.3439,49418.33877,18006.14137,442914.3179,935515,1,3229304183,0,31.00124087,1506.198624,111.0159198,7.825026058,39.92614648,69.30820792,0.397882634,626438282.5
Brazil,2003,Solar,53827.57781,10958.80831,2532755236,1665043,2.42612E+13,841543.7007,19987.00776,58295.74932,436592.9656,683046,0,3255460641,1,-8.122060531,1240.527327,147.0481414,7.62460686,15.84562372,38.96058072,0.484002281,801547744.3
Australia,2010,Wind,32368.27465,46429.13174,1264753930,134521411,1.61786E+14,238996.1023,18678.5636,58321.84301,28747.4289,848717,0,3670981978,1,11.37003887,1202.25266,272.43473,14.09685627,67.57983294,52.07389638,0.478911932,361366219.3
India,2022,Biomass,88435.93963,10342.96974,7372904506,1348669764,1.38393E+14,944359.9395,97454.75384,95911.39263,811715.6528,640740,1,197903837.9,1,31.7748283,1484.35459,175.4294916,12.55848313,47.44987336,46.57834836,0.259907734,18081380.89
Canada,2001,Wind,59686.84459,18803.89718,6781288345,465478766,8.30014E+12,148414.566,80976.59576,25431.88775,211466.4507,680134,1,5646149559,0,28.10441805,2558.959219,187.640413,1.469689159,45.76547309,23.45702439,0.250010959,948453143
Russia,2019,Solar,94832.55062,11110.64944,7998293717,1367361006,8.82478E+13,432997.837,37679.87518,53341.42689,770665.088,961166,1,1186537272,1,33.61664382,1919.934813,190.0343965,10.29126209,70.03899527,0.799159415,0.138499903,783585465.7
Australia,2004,Hydro,23917.29536,19790.10362,346565924.8,602406369,8.41828E+13,256653.62,71258.01368,21215.91567,323469.9381,97001,1,7366378822,1,-4.770616201,269.0270148,144.3271048,13.66283194,13.37326171,15.99304701,0.133001149,265088950.4
India,2010,Hydro,40472.47987,18576.2794,3158512159,1366292830,1.58E+14,619668.4612,29731.21831,86748.94219,89938.60395,761645,0,1198615544,1,-2.223535302,2276.96636,161.3976168,4.707415678,11.20812416,12.46845608,0.473456336,871917614.6
Japan,2023,Geothermal,4696.024014,3446.239373,9638803146,631628364,7.16909E+13,570924.9256,33619.4546,58579.49958,448501.2375,831442,1,5304326247,1,1.737007725,2331.271581,149.6710738,13.9315378,24.55556826,56.85698936,0.067963796,23452857.44
Australia,2016,Biomass,58832.12287,20646.27607,2998789180,803196315,1.99313E+14,344152.7801,47689.3316,13741.57158,660214.1318,850520,0,9636004659,1,30.46132472,2797.437273,145.9440729,14.63199169,51.26699735,33.59200851,0.342038444,52892085.54
Russia,2023,Biomass,18404.35684,37963.51052,7805286964,11745646,3.32374E+13,649008.9797,99168.09146,4796.130173,235884.0653,768809,1,82614496.35,0,30.84567,1935.454585,154.4472099,10.02274264,28.69364892,35.37446043,0.288213213,368023955.3
China,2008,Geothermal,82707.94427,17852.3879,4516850464,1290471382,1.18319E+14,920874.2276,77757.36208,34558.65458,253696.367,149749,1,4660026730,1,11.137037,116.9694255,162.8650216,12.32898044,3.720283107,24.06373318,0.076574345,421704806.1
Russia,2018,Wind,25673.71748,29557.77357,4721157855,155061622,8.13378E+13,664331.308,13215.86452,38513.42228,213013.7384,415887,0,1344255231,1,9.36553113,1092.371356,296.0152947,1.936954285,7.376265305,95.7135018,0.472891362,787459771.5
Australia,2022,Geothermal,53290.46753,44041.86063,6692235993,752071299,1.09314E+13,277708.1679,33927.74735,31861.46606,662492.2541,758112,0,4327844878,1,24.53242079,1325.984348,265.7621622,1.712863938,84.3122488,32.8930943,0.303440016,729275047
Japan,2009,Biomass,45112.27797,31762.94857,6129636954,1030139459,8.32932E+13,862672.1382,6069.450158,51964.93727,468315.7627,417654,1,9196397396,1,33.77986396,1390.494353,219.690115,14.89685883,51.34203609,75.08857313,0.071635371,163181294.4
Australia,2011,Hydro,60804.97396,15249.95248,3407586690,498984844,1.29719E+14,231533.3118,85517.23666,65556.5585,288711.0086,711151,1,2322828998,1,15.48506011,1168.229289,251.4183118,12.38752926,21.0116194,5.768439075,0.051819417,667350105.9
France,2010,Wind,23767.62107,43241.43143,6887228059,975392860,1.73733E+14,766845.2685,1888.274373,17746.89956,608237.9363,835546,0,9758078591,1,16.32073841,1373.255312,240.4163744,3.674344192,66.69295022,53.5962169,0.19067579,387429404
China,2018,Geothermal,63526.28435,227.4412516,1636998591,614335357,7.71349E+13,466896.555,68897.45223,98756.49455,408576.7162,452382,0,4453943154,1,27.09942065,936.0078572,176.2770023,14.88662759,14.70007015,1.738284454,0.213790661,525949621.9
USA,2006,Geothermal,44633.39593,29658.08553,6791892022,962509076,1.88303E+14,261455.1775,11700.61162,48379.33598,462918.8513,885517,1,5980358829,1,39.09106439,1099.885987,242.9286617,1.798264221,85.22033742,51.16632005,0.460987939,730621974
Germany,2017,Wind,1910.104522,15557.61781,5002772250,1421395070,8.75312E+13,403714.6654,46185.35272,42292.6425,184043.0625,666646,0,8171577334,1,36.22325337,1609.272701,138.4821542,14.35256115,79.44580522,96.02810367,0.207583368,834385127.5
Russia,2010,Solar,1069.333382,46795.66898,1723469476,476003796,5.06871E+13,627035.1973,9529.766948,24297.81763,993010.8411,312887,1,5128927734,0,39.51034205,2080.211172,169.9808261,12.39147159,86.72452021,2.24195442,0.204686416,550236441.9
China,2010,Geothermal,99917.75179,14228.97759,9365603833,376403260,1.55718E+14,857484.5112,39928.84944,65151.44257,329665.4878,993072,0,1758934514,0,19.49222963,814.2698896,186.4685059,2.204969213,3.451259509,28.65603598,0.425787359,567985429.6
Brazil,2011,Geothermal,29395.69851,30365.20013,3917725584,1211462168,1.37998E+14,567107.7529,43442.82408,58762.30194,699820.7043,168522,1,5846246808,0,-3.5636038,1032.101041,179.3543079,6.008329094,50.64523646,44.54047344,0.05193817,760022699.6
France,2002,Solar,10225.07057,24507.44115,6904155666,14831296,1.24677E+14,369071.8027,15880.21703,93424.76742,939604.0125,243627,1,8064937068,1,14.47059772,2100.285096,137.3969723,12.55464295,68.57098496,92.16824366,0.0703416,789897369.6
India,2015,Wind,75544.80596,16225.3659,1341393502,1036546920,1.46185E+14,509000.0981,50335.24544,24402.93082,321008.0321,974479,0,517354967.8,0,33.45787319,808.5254866,128.4633042,8.137249679,76.15327691,16.80739773,0.354184137,779203789.7
Brazil,2022,Wind,27852.89893,10680.14781,292426600.1,1238302771,1.99404E+14,167928.0798,78652.26674,20483.95083,427594.1546,115467,0,6183040962,0,-0.089941174,1397.837467,122.4581023,7.766842109,7.382034257,56.13116233,0.442925235,497959223.5
Brazil,2005,Biomass,44935.55452,35027.94689,3049851131,440372817,1.94624E+14,189870.8942,38920.13726,37288.4572,795933.3728,232704,1,3589678263,0,-3.937995222,2659.066862,206.9774883,9.718296571,1.701075258,89.82624124,0.119124695,769699622.7
Brazil,2016,Biomass,68441.049,27829.27121,8746849605,617632560,2.62694E+13,240893.5575,89070.99887,32547.5356,525140.7662,46485,1,3848365044,1,-2.362157854,2758.964783,234.3129778,12.08617448,31.86324867,70.45667171,0.493021492,785566420.6
France,2010,Biomass,46258.18787,42190.5063,7838325392,1052323450,1.91004E+14,382612.2321,82985.81138,21087.12278,7971.36514,204923,1,4038045836,1,27.80118337,2326.403233,221.2721631,6.706874839,68.01524314,22.44865629,0.245269096,534015381.3
USA,2009,Biomass,99012.90982,27637.37573,9674987037,362126469,1.43789E+14,759477.7284,16600.78584,23849.93517,118724.0455,203549,1,8390571747,0,37.36138175,1951.25532,235.6538476,1.365352062,88.62176576,56.29065758,0.41568147,942608005.4
France,2018,Solar,71636.91777,42250.60225,5896006072,139559727,1.14726E+12,238348.3804,68155.83503,84040.46257,725038.6023,437003,0,1921592667,1,24.54667624,858.1389701,143.2478287,0.079822182,91.63738474,79.28522615,0.262925456,565169552.5
Canada,2004,Wind,14894.92641,29657.23788,3656795730,1268277089,4.72102E+13,350000.6762,99184.10145,21212.79029,26722.63338,471450,0,6464523455,1,-0.115983897,963.5479179,189.8878226,13.1914726,75.09030141,96.07486012,0.353799869,314506918.5
France,2011,Wind,99702.81341,18485.97918,4491184692,1361965132,1.40724E+14,318730.4957,68836.53962,46857.90881,23012.52779,35903,0,3092483286,1,34.35248422,2202.818359,149.8719133,9.616791295,35.35316734,73.2317147,0.07450538,244175997.6
Germany,2006,Geothermal,29425.93426,5374.46911,6213168549,109355249,4.78244E+13,635379.8143,26561.9785,73783.04884,483568.695,915128,0,5266766039,1,34.35602439,2320.937311,225.014147,14.43610886,61.29257509,34.44132716,0.288716175,690367101.6
India,2019,Wind,40114.20502,42258.68412,8983579591,508347572,1.62482E+14,796208.3707,96410.03288,68832.2008,132334.6331,991149,1,9803222582,1,18.73082707,1032.609139,169.234982,12.28563717,86.0136566,7.583871013,0.288797793,601740386.4
Russia,2007,Hydro,84536.4424,49951.72758,6027057534,1281751822,7.83294E+12,565367.7526,79125.22643,22389.47883,571998.9464,662223,1,2191237283,0,37.16953309,2192.932603,298.5387605,13.80776134,63.7941512,52.16798027,0.447174202,917868538.9
Australia,2022,Geothermal,79039.48773,424.6644912,919814863.7,859335536,7.53778E+13,292245.9838,93032.76073,99464.9594,373849.4232,996590,1,3566859567,1,3.878534728,1691.909152,194.3022814,1.566825328,13.98995237,15.32128755,0.334952767,294387661.3
Russia,2005,Wind,33526.85837,1561.407428,3860627151,1206312159,1.74197E+14,839358.3156,32351.42601,80807.71817,351358.5488,146769,1,2637489546,0,2.909238961,146.2598393,290.3331173,3.595880603,30.13425566,11.45302928,0.479064099,738884387.4
India,2002,Geothermal,56811.33184,5382.553725,4272846256,806834111,1.02475E+14,916309.8709,54507.25871,95651.62229,775434.6926,138086,1,9923376309,0,34.89095775,596.4305249,244.6262406,4.741267776,20.2999628,31.38031218,0.309372033,164909465.3
Canada,2001,Biomass,56026.06337,12690.1443,1168949675,957667995,1.22321E+14,81904.18217,12491.29878,88615.50066,926740.5456,337603,1,6677988184,1,10.85274979,324.7163686,257.8958868,3.546262107,36.28240351,61.62989497,0.354750374,827459717.6
USA,2015,Biomass,57644.84535,44671.57653,2829079863,440670415,4.60841E+13,937588.528,7325.713285,56710.91727,138596.2245,781131,0,948969379.5,0,31.75939218,1508.812951,157.6229463,0.654408659,43.53518089,94.05041939,0.284229293,639192178.1
Brazil,2013,Wind,80452.60713,49354.73928,4651722229,224465558,1.92086E+14,481473.0925,86430.1981,9924.873806,220152.3682,141078,1,7144000095,0,3.274096591,766.5436482,128.8067385,12.12633356,19.01381961,3.498191526,0.38007449,39424837.31
Canada,2015,Hydro,79684.3827,5266.059513,3225647272,62651326,1.57736E+14,578691.5132,82947.75094,8521.746063,446803.7919,224205,1,1352335514,1,27.89437394,299.6556956,260.0540176,11.2384745,68.93762072,90.55763992,0.391538097,145992491.1
Russia,2013,Hydro,43390.65943,6136.523566,8804003874,1200439585,1.81479E+14,13978.86769,65980.43134,83262.18907,577054.2485,782523,1,6483108425,0,14.65070851,2541.465594,163.3741346,9.733445612,32.17260387,57.95900569,0.238526823,343370056.4
Canada,2008,Wind,52083.37516,43286.43714,5076512441,549714135,6.97946E+13,985020.6556,2302.541305,58760.18817,590718.0026,425046,1,5898895322,1,19.43341796,1635.20684,296.1282179,12.96077411,40.11911888,72.47742758,0.384264947,480810478.8
